"","tract","id","meals","hot_meals","home_meals","community_kitchen","child_meals","meal_other","groceries","pantry","backpack","home_groceries","mobile_pantry","mobile_market","supply_other","community_garden","groceries_other","food_ben","snap","wic","school","gift","food_ben_other","nonfood_ben","job","house","utility","legal","educ","health","counseling","trans","cloth","ref","medicaid","money","nonfood_ben_other","clients","Street.Address","City","State","Zip","County","povpop10071","povpopd71","povpop_1m","povpopd711mile","povpop_3m","povpopd713mile","nhwht71","pop71","nhwht711mile","nhwht713mile","blk71","blk711mile","blk713mile","hsp71","hsp711mile","hsp713mile","hhsnapfam271","hhsnapfam171","hhsnapfam2711mile","hh711mile","hhsnapfam2713mile","hh713mile","pov_rateT","pov_rate1","pov_rate3","white_rateT","white_rate1","white_rate3","black_rateT","black_rate1","black_rate3","hisp_rateT","hisp_rate1","hisp_rate3","snap_rateT","snap_rate1","snap_rate3","tract_short","county_fips"
"111","26125130500","328","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,"10730 Elizabeth Lake Road","White Lake","MI","48386","Oakland",156,2853,156,2853,1836,28268,2824,2893,2824,26455,0,0,261,46,46,946,32,1097,32,1097,508,10121,0.0546792849631966,0.0546792849631966,0.0649497665204471,0.976149325959212,0.989835261128637,0.93586387434555,0,0,0.00923305504457337,0.0159004493605254,0.0161233788994041,0.0334654025753502,0.0291704649042844,0.0291704649042844,0.0501926687086256,"125130500","125"
"112","26125121500","329","Yes","Soup kitchen/hot meals",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,"21 E Burdick St.","Oxford","MI","48371","Oakland",515,3443,515,3443,2175,25005,3220,3443,3220,24108,31,31,141,109,109,550,167,1373,167,1373,636,9282,0.149578855649143,0.149578855649143,0.0869826034793041,0.935230903282022,0.935230903282022,0.964127174565087,0.00900377577693872,0.00900377577693872,0.00563887222555489,0.0316584374092361,0.0316584374092361,0.021995600879824,0.12163146394756,0.12163146394756,0.0685197155785391,"125121500","125"
"113","26125121500","330","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,"1 Hovey Street","Oxford","MI","48371","Oakland",515,3443,515,3443,2332,25005,3220,3443,3220,24108,31,31,141,109,109,550,167,1373,167,1373,636,9282,0.149578855649143,0.149578855649143,0.0932613477304539,0.935230903282022,0.935230903282022,0.964127174565087,0.00900377577693872,0.00900377577693872,0.00563887222555489,0.0316584374092361,0.0316584374092361,0.021995600879824,0.12163146394756,0.12163146394756,0.0685197155785391,"125121500","125"
"114","26163532400","336","Yes","Soup kitchen/hot meals",NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,NA,"Utility assistance",NA,NA,NA,NA,"Transportation assistance",NA,"Referrals to other programs",NA,NA,NA,48,"8601 Woodward Ave","Detroit","MI","48202","Wayne",587,1484,5792,19034,61498,143224,47,1484,860,21983,1408,17537,108846,15,93,1092,303,700,2925,7948,22412,55127,0.3955525606469,0.304297572764527,0.429383343573703,0.0316711590296496,0.045182305348324,0.153486845780037,0.948787061994609,0.921351266155301,0.759970396023013,0.0101078167115903,0.00488599348534202,0.00762442048818634,0.432857142857143,0.368017111222949,0.406552143232899,"163532400","163"
"115","26163516800","337","Yes","Soup kitchen/hot meals",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"Clothing/furniture",NA,NA,NA,NA,50,"3000 McDougall","Detroit","MI","48207","Wayne",593,990,6065,11559,36334,87252,6,1017,476,13984,997,11042,71573,12,82,1303,129,399,2078,5682,13961,41407,0.598989898989899,0.524699368457479,0.416425984504653,0.00589970501474926,0.0411800328748162,0.160271397790309,0.980334316617502,0.955272947486807,0.820302113418604,0.0117994100294985,0.00709403927675404,0.0149337551001696,0.323308270676692,0.365716297078494,0.337165213611225,"163516800","163"
"116","26163501300","34","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,"11475 East Outer Drive","Detroit","MI","48224","Wayne",1823,4406,10573,24007,48214,151362,99,4406,888,37245,4270,22908,109258,0,1,1806,481,1233,2922,7765,15399,51709,0.413753971856559,0.44041321281293,0.318534374545791,0.0224693599636859,0.036989211479985,0.246065723233044,0.969133000453926,0.954221685341775,0.721832428218443,0,4.16545174324155e-05,0.0119316605224561,0.390105433901054,0.37630392788152,0.297801156471794,"163501300","163"
"117","26125175200","342","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,"1405 E Pearl","Hazel Park","MI","48030","Oakland",1274,4468,5241,21950,32209,128438,3779,4468,14062,70314,137,5876,49370,75,298,2175,435,1662,2492,8518,10907,52298,0.285138764547896,0.23876993166287,0.250774692847911,0.84579230080573,0.640637813211845,0.547454803095657,0.0306624888093107,0.267699316628702,0.384387798003706,0.0167860340196956,0.0135763097949886,0.0169342406452919,0.26173285198556,0.292556938248415,0.208554820452025,"125175200","125"
"118","26163540200","343","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,"17330 W. Seven Mile Rd.","Detroit","MI","48235","Wayne",1385,3464,7069,19273,43999,165044,28,3464,206,10345,3390,18791,150962,0,89,1589,532,1312,2385,7273,15141,61791,0.399826789838337,0.366782545530016,0.266589515523133,0.00808314087759815,0.0106885279925284,0.0626802549623131,0.978637413394919,0.974990919939812,0.914677298175032,0,0.004617859181238,0.00962773563413393,0.405487804878049,0.327925202804895,0.245035684808467,"163540200","163"
"119","26099245000","345","Yes",NA,NA,NA,NA,NA,"Yes",NA,NA,"Home delivered groceries",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,"Counseling",NA,"Clothing/furniture",NA,NA,NA,NA,200,"176 N Gratiot","Mount Clemens","MI","48043","Macomb",1085,3740,2328,8891,8761,52997,1551,3740,5210,42432,1924,3003,9570,102,286,1145,736,1931,1216,4279,3789,24428,0.290106951871658,0.261837813519289,0.165311244032681,0.414705882352941,0.585985828365763,0.800649093344906,0.514438502673797,0.337757282645372,0.18057625903353,0.0272727272727273,0.0321673602519402,0.0216049965092364,0.381149663386846,0.284178546389343,0.155108891436057,"099245000","099"
"120","26163543200","348","Yes","Soup kitchen/hot meals",NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,NA,"Utility assistance",NA,NA,NA,NA,NA,NA,NA,"Medicaid/CHIP",NA,NA,1200,"20011 Grand River","Detroit","MI","48219","Wayne",410,2951,5654,20369,45849,140544,116,2951,1660,17264,2562,18007,119956,79,528,2389,203,954,2570,6846,14013,51669,0.138935953913927,0.277578673474397,0.326225239071038,0.0393087089122331,0.0814963915754333,0.122836976320583,0.868180277871908,0.884039471746281,0.853512067395264,0.0267705862419519,0.0259217438264029,0.016998235428051,0.212788259958071,0.375401694420099,0.271207106775823,"163543200","163"
"121","26163507400","349","No",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"Clothing/furniture",NA,NA,NA,NA,900,"19451 Conant St","Detroit","MI","48234","Wayne",834,2643,7589,17195,48006,138010,136,2818,807,48086,2650,16308,79221,12,83,1882,312,1032,1893,6256,15268,51714,0.315550510783201,0.441349229427159,0.347844359104413,0.0482611781405252,0.0469322477464379,0.348424027244403,0.940383250532292,0.948415236987496,0.574023621476705,0.0042583392476934,0.00482698458854318,0.0136366929932614,0.302325581395349,0.302589514066496,0.295239200216576,"163507400","163"
"122","26163581800","35","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,"13330 Trenton Rd.","Southgate","MI","48195","Wayne",175,2522,1458,15795,12474,107092,2302,2522,13932,94088,0,529,3620,203,1100,7303,74,1042,446,6088,4409,43976,0.0693893735130849,0.0923076923076923,0.116479288835767,0.912767644726408,0.882051282051282,0.878571695364733,0,0.0334916112693891,0.0338027116871475,0.0804916732751784,0.0696422918645141,0.0681937026108393,0.0710172744721689,0.0732588699080158,0.100259232308532,"163581800","163"
"123","26099258700","351","Yes","Soup kitchen/hot meals",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes","Job training/assistance","Housing assistance",NA,NA,NA,NA,"Counseling",NA,NA,"Referrals to other programs",NA,NA,NA,48,"16546 East 9 Mile Rd","Eastpointe","MI","48021","Macomb",329,2620,5053,21312,31538,161937,1431,2620,12405,88328,723,7500,65995,61,357,2421,176,919,1647,8266,12745,61103,0.125572519083969,0.237096471471471,0.194754750304131,0.54618320610687,0.582066441441441,0.545446686056923,0.275954198473282,0.351914414414414,0.407535029054509,0.0232824427480916,0.0167511261261261,0.0149502584338354,0.191512513601741,0.199249939511251,0.208582230005073,"099258700","099"
"124","26163501400","357","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"WIC outreach",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Referrals to other programs",NA,NA,NA,540,"16392 Harper","Detroit","MI","48224","Wayne",482,3637,8760,30353,43821,145518,271,3637,3041,46072,3292,26264,95111,0,296,1709,196,1302,2885,10092,13057,50758,0.132526807808633,0.288604091852535,0.301138003545953,0.0745119604069288,0.10018779033374,0.316606880248492,0.905141600219961,0.865285144796231,0.653602990695309,0,0.00975191908542813,0.0117442515702525,0.150537634408602,0.285869996036465,0.257240237992041,"163501400","163"
"125","26099245100","358","Yes",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"Yes","SNAP/FAP",NA,NA,NA,NA,"Yes","Job training/assistance",NA,"Utility assistance",NA,NA,NA,NA,NA,"Clothing/furniture","Referrals to other programs",NA,NA,NA,625,"91 Welts","Mount Clemens","MI","48043","Macomb",722,3714,2328,9246,8761,71202,3150,3758,7311,58554,228,2716,10462,78,198,1724,338,1723,1291,4474,4236,30310,0.194399569197631,0.251784555483452,0.123044296508525,0.838211814795104,0.790720311486048,0.822364540321901,0.0606705694518361,0.293748648064028,0.146934074885537,0.0207557211282597,0.0214146658014276,0.0242128030111514,0.196169471851422,0.288556101922217,0.139755856153085,"099245100","099"
"126","26163535600","360","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,"Counseling",NA,NA,NA,NA,NA,NA,720,"8150 Schaefer","Detroit","MI","  48228","Wayne",809,3685,7482,13050,67822,166741,91,3685,1781,57611,3493,10770,91946,0,368,14845,249,1433,1294,4481,19619,54521,0.219538670284939,0.573333333333333,0.4067505892372,0.0246947082767978,0.136475095785441,0.345511901691845,0.947896879240163,0.825287356321839,0.551430062192262,0,0.0281992337164751,0.0890302924895497,0.173761339846476,0.288774827047534,0.359842996276664,"163535600","163"
"127","26163553100","361","No",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"Mobile pantries",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,"16455 Woodward Avenue","Highland Park","MI","48203","Wayne",724,2193,6139,12644,56091,161455,125,2225,528,20364,2044,12102,134194,0,60,1066,285,651,2223,4802,20403,58937,0.330141358869129,0.485526732046821,0.347409494905701,0.0561797752808989,0.0417589370452389,0.126128023288223,0.918651685393258,0.957133818411895,0.831154191570407,0,0.00474533375514078,0.00660245888947385,0.43778801843318,0.462932111620158,0.346183212582928,"163553100","163"
"128","26125173600","362","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"Clothing/furniture",NA,NA,NA,NA,500,"1560 Wordsworth","Ferndale","MI","48220","Oakland",218,1504,2634,8478,31406,147281,1119,1519,6620,70982,236,1225,67726,22,188,2157,73,699,791,3606,11858,60844,0.144946808510638,0.310686482661005,0.213238639064102,0.736668861092824,0.780844538806322,0.481949470739607,0.155365371955234,0.144491625383345,0.459842070599738,0.0144832126398947,0.0221750412833215,0.0146454736184572,0.104434907010014,0.219356627842485,0.194891854578923,"125173600","125"
"129","26099230200","369","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Yes",NA,NA,"Utility assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,"12000 Clinton River Rd.","Sterling Heights","MI","48313","Macomb",275,4559,1114,9032,8644,87432,4324,4597,8157,77664,64,246,3894,147,212,2205,54,1762,64,3224,3320,36943,0.0603202456679096,0.12333923826395,0.0988654039710861,0.940613443550141,0.903122232063773,0.888278891023881,0.0139221231237764,0.0272364924712135,0.0445374691188581,0.0319773765499239,0.0234720992028344,0.0252195992314027,0.0306469920544835,0.0198511166253102,0.0898681752970793,"099230200","099"
"130","26099241800","37","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,"22645 Quinn Rd.","Clinton Township","MI","48035","Macomb",985,5712,985,10992,11294,85327,3165,5760,8072,68716,2154,2417,11776,106,183,2066,542,2107,768,4501,4988,37171,0.172443977591036,0.0896106259097526,0.132361386196632,0.549479166666667,0.734352256186317,0.805325395244178,0.373958333333333,0.219887190684134,0.138010242947719,0.0184027777777778,0.0166484716157205,0.0242127345388916,0.257237778832463,0.170628749166852,0.134190632482311,"099241800","099"
"131","26125191100","372","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes","Job training/assistance",NA,"Utility assistance",NA,NA,NA,"Counseling","Transportation assistance","Clothing/furniture",NA,NA,"Financial assistance, tax prep, budgeting",NA,364,"1315 N Pine St.","Rochester","MI","48306","Oakland",254,2115,1112,3894,3679,54262,1947,2115,3610,45549,79,93,2522,20,83,2014,66,1025,128,1818,761,21627,0.120094562647754,0.285567539804828,0.0678006708193579,0.920567375886525,0.927067282999486,0.839427223471306,0.0373522458628842,0.0238828967642527,0.0464781983708673,0.00945626477541371,0.0213148433487417,0.0371162139250304,0.064390243902439,0.0704070407040704,0.0351874971100939,"125191100","125"
"132","26125191100","373","Yes",NA,NA,"Community kitchens",NA,NA,"Yes","Food pantry","Backpack program",NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,"816 Ludlow","Rochester","MI","48307","Oakland",254,2115,497,3894,3224,54262,1947,2115,3610,45549,79,93,2522,20,83,2014,66,1025,128,1818,761,21627,0.120094562647754,0.127632254750899,0.0594154288452324,0.920567375886525,0.927067282999486,0.839427223471306,0.0373522458628842,0.0238828967642527,0.0464781983708673,0.00945626477541371,0.0213148433487417,0.0371162139250304,0.064390243902439,0.0704070407040704,0.0351874971100939,"125191100","125"
"133","26099206700","374","Yes","Soup kitchen/hot meals",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"Supply food to other pgms",NA,NA,"No",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Referrals to other programs",NA,NA,NA,209,"280 N Main St.","Romeo","MI","48065","Macomb",358,3345,358,3345,868,8266,2935,3400,2935,7608,170,170,170,126,126,213,270,1506,270,1506,318,3273,0.107025411061286,0.107025411061286,0.105008468424873,0.863235294117647,0.877428998505232,0.920396806194048,0.05,0.0508221225710015,0.0205661746915074,0.0370588235294118,0.0376681614349776,0.0257682071134769,0.179282868525896,0.179282868525896,0.0971585701191567,"099206700","099"
"134","26163543700","377","Yes","Soup kitchen/hot meals",NA,NA,"Meals/Snacks for children",NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Housing assistance","Utility assistance",NA,NA,"Health services",NA,NA,NA,NA,NA,NA,NA,460,"14179 Evergreen Rd.","Detroit","MI","48223","Wayne",1045,2362,5417,17897,46449,145137,44,2371,1149,15233,2282,16002,126945,44,577,2403,390,675,2019,6573,15570,52368,0.442421676545301,0.302676426216684,0.320035552615804,0.0185575706452973,0.0642007040286081,0.104956007082963,0.962463095740194,0.894116332346203,0.8746563591641,0.0185575706452973,0.0322400402302062,0.0165567704995969,0.577777777777778,0.307165677772707,0.297318973418882,"163543700","163"
"135","26099255700","382","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Housing assistance","Utility assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,"18430 Utica Rd","Roseville","MI","48066","Macomb",372,2092,3018,20662,14758,125948,1662,2122,17785,107358,423,1520,11152,2,546,2485,198,743,1530,8545,7219,52762,0.177820267686424,0.146065240538186,0.117175342204719,0.783223374175306,0.860758881037654,0.852399402928193,0.199340245051838,0.0735649985480592,0.0885444786737384,0.000942507068803016,0.0264253218468686,0.0197303649125036,0.266487213997308,0.179052077238151,0.136821955195027,"099255700","099"
"136","26125167400","383","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Housing assistance","Utility assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,"27835 Shiawassee Road","Farmington Hills","MI","48336","Oakland",1014,5753,1014,10909,10381,72647,3620,5782,7346,51395,1396,2208,15791,201,306,1763,308,2225,442,4406,2512,29605,0.176255866504432,0.0929507745897882,0.142896471980949,0.626080940850917,0.673388944907874,0.707462111305353,0.24143894846074,0.202401686680722,0.217366167907828,0.0347630577654791,0.0280502337519479,0.0242680358445634,0.138426966292135,0.100317748524739,0.0848505320047289,"125167400","125"
"137","26099255200","386","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"WIC outreach",NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"Clothing/furniture",NA,NA,NA,NA,325,"18720 Thirteen Mile Rd","Roseville","MI","48066","Macomb",810,3404,2701,11576,15668,118023,2375,3404,9285,101013,694,1550,9290,106,308,2830,412,1871,1170,5466,6536,49418,0.237955346650999,0.233327574291638,0.132753785279141,0.697708578143361,0.802090532135453,0.855875549680994,0.203877790834313,0.133897719419489,0.0787134711030901,0.0311398354876616,0.0266067726330339,0.0239783770959898,0.220203099946553,0.214050493962678,0.132259500586831,"099255200","099"
"138","26163516000","388","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"Gift cards/vouchers for local grocery stores",NA,"Yes",NA,NA,"Utility assistance",NA,NA,NA,NA,NA,"Clothing/furniture","Referrals to other programs",NA,NA,NA,NA,"4151 Seminole","Detroit","MI","48214","Wayne",1114,3178,4788,14876,40349,96957,53,3207,962,13298,3099,14225,81190,17,78,829,431,1010,2102,5589,15075,39653,0.350534927627439,0.321860715246034,0.416153552605794,0.0165263486124104,0.06466792148427,0.137153583547346,0.966323666978485,0.956238236084969,0.837381519642728,0.00530090427190521,0.00524334498521108,0.00855018203946079,0.426732673267327,0.376095902665951,0.380173000781782,"163516000","163"
"139","26163544200","389","Yes","Soup kitchen/hot meals",NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"Clothing/furniture",NA,NA,NA,NA,2447,"15317 Dacosta St.","Detroit","MI","48223","Wayne",1742,3157,7349,13338,35136,140066,392,3226,1562,32163,2667,11083,103834,35,279,2747,539,1048,1970,4385,12454,51514,0.551789673740893,0.550982156245314,0.250853169220225,0.121512709237446,0.117109011845854,0.229627461339654,0.826720396776193,0.830934173039436,0.741321948224408,0.0108493490390577,0.0209176788124157,0.0196121828280953,0.514312977099237,0.449258836944128,0.241759521683426,"163544200","163"
"140","26163515300","390","Yes","Soup kitchen/hot meals",NA,NA,"Meals/Snacks for children",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"Gift cards/vouchers for local grocery stores",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Referrals to other programs",NA,NA,NA,900,"1491 Baldwin","Detroit","MI","48214","Wayne",853,2514,3316,12244,26635,63681,213,2731,1684,4983,2441,10989,59266,6,113,715,503,1379,1795,6207,10315,29289,0.339299920445505,0.270826527278667,0.418256622854541,0.0779934090076895,0.137536752695198,0.0782493993498846,0.893811790552911,0.89750081672656,0.930670058573201,0.00219699743683632,0.00922901012740934,0.0112278387588135,0.364757070340827,0.289189624617367,0.35217999931715,"163515300","163"
"141","26099251500","391","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"24905 Manhattan","Saint Clair Shores","MI","48080","Macomb",82,1848,1578,11218,13778,129314,1704,1848,10163,104533,39,681,18434,28,99,2219,55,807,244,4771,6958,54128,0.0443722943722944,0.140666785523266,0.106546854942234,0.922077922077922,0.905954715635586,0.808365683530012,0.0211038961038961,0.0607060082011054,0.142552237190095,0.0151515151515152,0.00882510251381708,0.0171597816168396,0.0681536555142503,0.0511423181722909,0.128547147502217,"099251500","099"
"142","26099206700","392","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,"347 S Main St.","Romeo","MI","48065","Macomb",358,3345,358,3345,868,8266,2935,3400,2935,7608,170,170,170,126,126,213,270,1506,270,1506,318,3273,0.107025411061286,0.107025411061286,0.105008468424873,0.863235294117647,0.877428998505232,0.920396806194048,0.05,0.0508221225710015,0.0205661746915074,0.0370588235294118,0.0376681614349776,0.0257682071134769,0.179282868525896,0.179282868525896,0.0971585701191567,"099206700","099"
"143","26099262900","393","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,"Gift cards/vouchers for local grocery stores",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,"14057 9 Mile Rd","Warren","MI","  48089","Macomb",665,3857,3778,9001,36555,151035,3666,3857,7721,92031,41,785,51899,4,120,2104,280,1514,657,3747,12579,58122,0.172413793103448,0.419731140984335,0.242029993047969,0.950479647394348,0.857793578491279,0.609335584467177,0.0106300233341976,0.0872125319408955,0.343622339192902,0.00103707544723879,0.0133318520164426,0.013930545899957,0.184940554821664,0.175340272217774,0.216424073500568,"099262900","099"
"144","26163595000","394","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,"Housing assistance","Utility assistance",NA,NA,NA,NA,NA,"Clothing/furniture",NA,NA,NA,NA,167,"13249 Pennsylvania Road","Riverview","MI","48193","Wayne",451,3954,1413,7788,8332,73552,3553,4031,7203,66816,48,57,1444,232,242,3863,86,1578,274,3236,2257,30414,0.114061709661103,0.181432973805855,0.11328040026104,0.881419002728851,0.924884437596302,0.908418533826409,0.0119077152071446,0.00731895223420647,0.0196323689362628,0.0575539568345324,0.0310734463276836,0.0525206656515119,0.0544993662864385,0.084672435105068,0.0742092457420925,"163595000","163"
"145","26125183900","396","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,"2200 East 12 Mile Rd","Royal Oak","MI","48067","Oakland",383,2806,1544,14208,14536,124175,2490,2809,13046,109437,104,269,6382,54,379,2335,74,1249,454,6929,4796,56436,0.136493228795438,0.108671171171171,0.117060599959734,0.886436454254183,0.91821509009009,0.881312663579626,0.0370238519045924,0.0189329954954955,0.0513952083752768,0.0192239231043076,0.0266751126126126,0.0188041071069056,0.0592473979183347,0.0655217203059605,0.0849812176624849,"125183900","125"
"146","26163521900","397","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"Clothing/furniture","Referrals to other programs",NA,NA,NA,150,"4835 Lincoln Street","Detroit","MI","48208","Wayne",1072,2608,5326,14420,48296,115710,964,2612,3030,16659,1294,9755,79404,70,318,18549,338,1150,2556,6968,17733,48328,0.411042944785276,0.369348127600555,0.417388298332037,0.36906584992343,0.210124826629681,0.143971998962925,0.495405819295559,0.676490984743412,0.686232823437905,0.0267993874425727,0.0220527045769764,0.160305937256935,0.293913043478261,0.366819747416762,0.366930144015891,"163521900","163"
"147","26099231000","399","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Yes",NA,"Housing assistance","Utility assistance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,"38900 Dodge Park Rd.","Sterling Heights","MI","48312","Macomb",305,4047,1404,7375,9568,88786,3565,4047,5949,77063,185,550,4814,114,174,2140,73,1502,212,3079,3092,36444,0.0753644675067952,0.190372881355932,0.107764737683869,0.880899431677786,0.80664406779661,0.867963417655937,0.0457128737336299,0.0745762711864407,0.0542202599508932,0.028169014084507,0.0235932203389831,0.0241028991057149,0.0486018641810919,0.0688535238713868,0.0848424980792449,"099231000","099"
"148","26163553100","4","No",NA,NA,NA,NA,NA,"Yes","Food pantry",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,"Clothing/furniture",NA,NA,NA,NA,440,"Hamilton @ Puritan","Highland Park","MI","48203","Wayne",724,2193,6023,12644,55909,161455,125,2225,528,20364,2044,12102,134194,0,60,1066,285,651,2223,4802,20403,58937,0.330141358869129,0.476352420120215,0.346282245827011,0.0561797752808989,0.0417589370452389,0.126128023288223,0.918651685393258,0.957133818411895,0.831154191570407,0,0.00474533375514078,0.00660245888947385,0.43778801843318,0.462932111620158,0.346183212582928,"163553100","163"
